貨品編號,貨品名稱,單位
2700104,王子滷味(寬麵)50g40入,件
2700150,5入王子麵滷味用*8組,件
2700202,小王子麵(原味)20入*6袋,件
2700204,小王子麵(海苔)20入*6袋,件
2703001,科學麵**(滷味用)*40包入,件
2706080,味王蘆筍露250G-24入,箱
2715216,奇福餅乾-3K,箱
2715218,飛機餅乾-3K,箱
2715219,數字餅乾-3K,箱
2715220,泰山八寶粥-875g-24入,箱
2715228,BONOMI手指餅乾(白朗妮),件
